,distances,rewards,steps
0,0.344745159149,3.07295211777e-05,1.0
1,0.331264972687,2.72638895664e-05,2.0
2,0.302536725998,2.07680428681e-05,3.0
3,0.256065130234,1.25925182873e-05,4.0
4,0.237801074982,1.00856223898e-05,5.0
5,0.197940587997,5.81655489903e-06,6.0
6,0.206698417664,6.62327396183e-06,7.0
7,0.193967103958,5.47325280261e-06,8.0
8,0.186555862427,4.86954032538e-06,9.0
9,0.175218343735,4.03459527741e-06,10.0
10,0.176179170609,4.10133219148e-06,11.0
11,0.20134305954,6.12168888957e-06,12.0
12,0.210976600647,7.04310454409e-06,13.0
13,0.220302343369,8.01897046226e-06,14.0
14,0.242045402527,1.06353497681e-05,15.0
15,0.231904506683,9.35381613683e-06,16.0
16,0.261080741882,1.33470650688e-05,17.0
17,0.273929357529,1.54161880794e-05,18.0
18,0.283266782761,1.70470099038e-05,19.0
19,0.281772136688,1.67785875809e-05,20.0
20,0.278163671494,1.61421914317e-05,21.0
21,0.294689655304,1.91935777247e-05,22.0
22,0.328136920929,2.64988214652e-05,23.0
23,0.339188814163,2.92675135507e-05,24.0
24,0.345864057541,3.10296987883e-05,25.0
25,0.349172592163,3.19287344156e-05,26.0
26,0.363743305206,3.60949371279e-05,27.0
27,0.370287656784,3.80784243852e-05,28.0
28,0.381320238113,4.15844373785e-05,29.0
29,0.384929895401,4.27765926851e-05,30.0
30,0.374115228653,3.92714940512e-05,31.0
31,0.399429321289,4.77948486314e-05,32.0
32,0.425991773605,5.79782230552e-05,33.0
33,0.442033290863,6.47778007336e-05,34.0
34,0.448712825775,6.7758957172e-05,35.0
35,0.439072132111,6.34846724777e-05,36.0
36,0.43834066391,6.31679156348e-05,37.0
37,0.44224190712,6.48695590785e-05,38.0
38,0.435868501663,6.21051650189e-05,39.0
39,0.433423280716,6.10657884357e-05,40.0
40,0.42395567894,5.71508421824e-05,41.0
41,0.424926042557,5.75441672129e-05,42.0
42,0.452680110931,6.95721627636e-05,43.0
43,0.451223134995,6.89025570142e-05,44.0
44,0.429987430573,5.96250209568e-05,45.0
45,0.415499210358,5.37987111777e-05,46.0
46,0.391743659973,4.50886459175e-05,47.0
47,0.361937522888,3.55600278652e-05,48.0
48,0.332423448563,2.75509269379e-05,49.0
49,0.320128917694,2.46057146046e-05,50.0
50,0.293782234192,1.90168180497e-05,51.0
51,0.293961048126,1.90515636043e-05,52.0
52,0.240941047668,1.0490438611e-05,53.0
53,0.207462072372,6.69695527963e-06,54.0
54,0.167749881744,3.54036412592e-06,55.0
55,0.170139551163,3.6938317654e-06,56.0
56,0.173397064209,3.9100875692e-06,57.0
57,0.160940408707,3.12648653793e-06,58.0
58,0.143906354904,2.23512173508e-06,59.0
59,0.100677013397,7.65336162274e-07,60.0
60,0.100677013397,7.65336162274e-07,61.0
61,0.0879185199738,5.09685606138e-07,62.0
62,0.0879185199738,5.09685606138e-07,63.0
63,0.0919077396393,5.8226075508e-07,64.0
64,0.0998332500458,7.46254378801e-07,65.0
65,0.0969097614288,6.82596153547e-07,66.0
66,0.0593750476837,1.56990429503e-07,67.0
67,0.0478074550629,8.19498456359e-08,68.0
68,0.0276975631714,1.59362431731e-08,69.0
69,0.036242723465,3.57045644379e-08,70.0
70,0.0333437919617,2.78039325532e-08,71.0
71,0.03147315979,2.33820348474e-08,72.0
72,0.0431237220764,6.01464471558e-08,73.0
73,0.0663979053497,2.1954542939e-07,74.0
74,0.0698914527893,2.56055121786e-07,75.0
75,0.0861899852753,4.80210534376e-07,76.0
76,0.0643932819366,2.00254804528e-07,77.0
77,0.0648050308228,2.04120878099e-07,78.0
78,0.0531251430511,1.12450554387e-07,79.0
79,0.0625822544098,1.83829359755e-07,80.0
80,0.0702710151672,2.602495254e-07,81.0
81,0.117619514465,1.22039216361e-06,82.0
82,0.14163184166,2.13080629204e-06,83.0
83,0.145671367645,2.31837591476e-06,84.0
84,0.1642100811,3.3209375603e-06,85.0
85,0.187841892242,4.9709412099e-06,86.0
86,0.190873384476,5.21551725089e-06,87.0
87,0.177434444427,4.18962407429e-06,88.0
88,0.197397947311,5.76884884997e-06,89.0
89,0.215787410736,7.5359771866e-06,90.0
90,0.237784385681,1.00834990583e-05,91.0
91,0.258951663971,1.30231901458e-05,92.0
92,0.265105009079,1.39738174164e-05,93.0
93,0.259308815002,1.30771499902e-05,94.0
94,0.28666973114,1.76687888494e-05,95.0
95,0.295872211456,1.94255711518e-05,96.0
96,0.29107427597,1.84957838303e-05,97.0
97,0.308502674103,2.20210519746e-05,98.0
98,0.308438062668,2.20072188971e-05,99.0
99,0.300992965698,2.04517418253e-05,100.0
100,0.293794870377,1.90192720139e-05,101.0
101,0.308022260666,2.1918335749e-05,102.0
102,0.322238445282,2.50953538638e-05,103.0
103,0.324038982391,2.55183765928e-05,104.0
104,0.293866634369,1.90332126826e-05,105.0
105,0.28700876236,1.77315512299e-05,106.0
106,0.288644790649,1.80365070204e-05,107.0
107,0.275898218155,1.57509934314e-05,108.0
108,0.270159721375,1.47884637994e-05,109.0
109,0.25059223175,1.18022300361e-05,110.0
110,0.231548070908,9.3107521232e-06,111.0
111,0.166715145111,3.47525300639e-06,112.0
112,0.133339166641,1.7780111203e-06,113.0
113,0.134271144867,1.81555470486e-06,114.0
114,0.118938446045,1.2619090168e-06,115.0
115,0.0895569324493,5.38714781199e-07,116.0
116,0.0904922485352,5.55770386506e-07,117.0
117,0.0979874134064,7.05622051229e-07,118.0
118,0.0677478313446,2.33210154405e-07,119.0
119,0.0320162773132,2.46135220094e-08,120.0
120,0.0237708091736,1.00737961952e-08,121.0
121,-0.00422978401184,-5.67565302213e-11,122.0
122,-0.00404810905457,-4.97528398052e-11,123.0
123,-0.0170125961304,-3.69294670411e-09,124.0
124,-0.0487127304077,-8.66939283161e-08,125.0
125,-0.0544226169586,-1.20892546996e-07,126.0
126,-0.076801776886,-3.39762205671e-07,127.0
127,-0.0569369792938,-1.38434562054e-07,128.0
128,-0.0546762943268,-1.22590970011e-07,129.0
129,-0.0642969608307,-1.99357509402e-07,130.0
130,-0.0660393238068,-2.1600764231e-07,131.0
131,-0.0641262531281,-1.97773845676e-07,132.0
132,-0.0513112545013,-1.01320928678e-07,133.0
133,-0.0312888622284,-2.29736804674e-08,134.0
134,-0.0366790294647,-3.7009632297e-08,135.0
135,-0.0294108390808,-1.90802257254e-08,136.0
136,-0.047623872757,-8.10093954075e-08,137.0
137,-0.0406804084778,-5.0491372782e-08,138.0
138,-0.0328588485718,-2.66083709404e-08,139.0
139,-0.0176656246185,-4.13474048708e-09,140.0
140,-0.00932908058167,-6.08944618197e-10,141.0
141,0.0160841941833,3.12075148901e-09,142.0
142,0.0221581459045,8.15946185777e-09,143.0
143,0.0468368530273,7.70591802431e-08,144.0
144,0.0675647258759,2.31324334086e-07,145.0
145,0.124015331268,1.43049846614e-06,146.0
146,0.148342370987,2.44825647538e-06,147.0
147,0.145234107971,2.29756141047e-06,148.0
148,0.134305715561,1.8169574146e-06,149.0
149,0.189283847809,5.08629951642e-06,150.0
150,0.206800460815,6.63308816562e-06,151.0
151,0.228617668152,8.9617048311e-06,152.0
152,0.268059968948,1.44463173906e-05,153.0
153,0.295919418335,1.94348707771e-05,154.0
154,0.300190210342,2.0288542021e-05,155.0
155,0.29169178009,1.86137482524e-05,156.0
156,0.288947820663,1.8093372862e-05,157.0
157,0.284059286118,1.71904892536e-05,158.0
158,0.290604114532,1.84063018705e-05,159.0
159,0.296366214752,1.95230354676e-05,160.0
160,0.289692401886,1.82336064624e-05,161.0
161,0.311198949814,2.26034968589e-05,162.0
162,0.308920383453,2.21106219548e-05,163.0
163,0.306558132172,2.16072644501e-05,164.0
164,0.307056665421,2.17128509514e-05,165.0
165,0.321642160416,2.49562986985e-05,166.0
166,0.309006929398,2.21292104415e-05,167.0
